Date,CNH,JPY,KRW,THB,USD
2001-04-24,0.347811227,-0.676578684,2.259165801,1.591969175,3.376857271
2001-04-25,0.347811227,-0.676578684,2.259165801,1.591969175,3.376857271
2001-04-26,0.347811227,-0.676578684,2.259165801,1.591969175,3.376857271
2001-04-27,0.347811227,-0.676578684,2.259165801,1.591969175,3.376857271
2001-04-30,0.347811227,-0.676578684,2.259165801,1.591969175,3.376857271
2001-05-01,0.347811227,-0.676578684,2.259165801,1.591969175,3.376857271
2001-05-02,0.347811227,-0.676578684,2.259165801,1.591969175,3.376857271
2001-05-03,0.347811227,-0.676578684,2.259165801,1.591969175,3.376857271
2001-05-04,0.347811227,-0.676578684,2.259165801,1.591969175,3.376857271
2001-05-07,0.347811227,-0.676578684,2.259165801,1.591969175,3.376857271
2001-05-08,0.347811227,-0.676578684,2.259165801,1.591969175,3.376857271
2001-05-09,0.347811227,-0.676578684,2.259165801,1.591969175,3.376857271
2001-05-10,0.347811227,-0.676578684,2.259165801,1.591969175,3.376857271
2001-05-11,0.347811227,-0.676578684,2.259165801,1.591969175,3.376857271
2001-05-14,0.347811227,-0.676578684,2.259165801,1.591969175,3.376857271
2001-05-15,0.347811227,-0.676578684,2.259165801,1.591969175,3.376857271
2001-05-16,0.347811227,-0.676578684,2.259165801,1.591969175,3.376857271
2001-05-17,0.347811227,-0.676578684,2.259165801,1.591969175,3.376857271
2001-05-18,0.347811227,-0.676578684,2.259165801,1.591969175,3.376857271
